gene	expr	reptime	hic
FKTN	215248.0	637.0	-5.0
FLAD1	1612870.0	224.0	35.0
FLCN	910162.0	218.0	11.0
FLG	433645.0	548.0	21.0
FLG2	387153.0	671.0	6.0
FLI1	187976.0	647.0	20.0
FLII	925111.0	223.0	18.0
ARHGEF40	937278.0	320.0	20.0
ENDOV	748790.0	222.0	29.0
CCDC71L	276499.0	628.0	22.0
C5orf64	166738.0	437.0	-1.0
MROH5	153254.0	382.0	38.0
FLJ44635	582710.0		53.0
SPATA31D1	37702.0	928.0	-45.0
FLNA	2356905.0		27.0
FLNB	760236.0	182.0	43.0
FLNC	830283.0	310.0	35.0
FLOT1	2157341.0	147.0	43.0
FLOT2	1834230.0	220.0	37.0
FLRT1			
FLRT2	18925.0	671.0	-45.0
FLRT3			
FLT1	198131.0	693.0	41.0
FLT3	346092.0	614.0	42.0
FLT3LG	2173457.0	290.0	44.0
FLT4	855370.0	515.0	13.0
FLVCR1	326908.0	445.0	13.0
FLVCR2	656924.0	248.0	50.0
FLYWCH1	1490697.0	189.0	48.0
FLYWCH2	1537882.0	210.0	47.0
FMN1	238197.0	520.0	5.0
FMN2	55160.0	851.0	-26.0
FMNL1	798310.0	207.0	28.0
FMNL2	289066.0	611.0	8.0
FMNL3	1919377.0	265.0	60.0
FMO1	427825.0	968.0	-4.0
FMO2	440278.0	1004.0	-6.0
FMO3	395042.0	1004.0	-11.0
FMO4	421557.0	891.0	-1.0
FMO5			
FMOD	552574.0	325.0	40.0
FMR1	96476.0		-6.0
FMR1NB	96935.0		-13.0
FN1	585272.0	533.0	13.0
FN3K	783773.0	243.0	18.0
FN3KRP	855855.0	243.0	21.0
FNBP1	559377.0	228.0	38.0
FNBP1L	621313.0	224.0	2.0
FNBP4	979103.0	158.0	19.0
FNDC1	805575.0	596.0	23.0
FNDC3A	321392.0	424.0	47.0
FNDC3B	327135.0	466.0	25.0
FNDC4	1193266.0	306.0	39.0
FNDC5	1019374.0	232.0	15.0
FNDC7	743461.0	225.0	9.0
FNDC8	516190.0	504.0	23.0
FNIP1	346839.0	637.0	27.0
FNIP2	171083.0	428.0	10.0
FNTA	304258.0	559.0	12.0
FNTB	501431.0	387.0	39.0
FOLH1	11046.0	1009.0	-19.0
FOLH1B	116674.0	1062.0	-16.0
FOLR1	744547.0	182.0	58.0
FOLR2	744547.0	182.0	58.0
FOLR3	715293.0	267.0	62.0
FOLR4	424538.0	765.0	-12.0
FOS	855880.0	154.0	51.0
FOSB	1259254.0	191.0	39.0
FOSL1	3779084.0	287.0	42.0
FOSL2	465927.0	197.0	30.0
FOXA1	67481.0	487.0	-58.0
FOXA2	49625.0	627.0	-66.0
FOXA3	883734.0	203.0	39.0
FOXB1	573015.0	427.0	14.0
FOXB2	180535.0	713.0	-10.0
FOXC1	145123.0	487.0	20.0
FOXC2	47545.0	445.0	10.0
FOXD1	476449.0	473.0	34.0
FOXD2	190214.0	478.0	16.0
FOXD3	146780.0	565.0	-4.0
FOXD4	230380.0	398.0	-4.0
FOXD4L1	528113.0	595.0	15.0
FOXD4L2			
FOXD4L3	118303.0	887.0	1.0
FOXD4L4	0.0	1096.0	-26.0
FOXE1	468629.0	276.0	38.0
FOXE3	193133.0	347.0	8.0
FOXF1	70370.0	416.0	3.0
FOXF2	114944.0	481.0	14.0
FOXG1	52980.0	1173.0	-46.0
FOXH1	1899637.0	200.0	22.0
FOXI1	94287.0	650.0	24.0
FOXI2	447201.0	806.0	-35.0
FOXJ1	1796815.0	218.0	28.0
FOXJ2	139049.0	167.0	22.0
FOXJ3	541904.0	579.0	23.0
FOXK1	436950.0	446.0	18.0
FOXK2	2114072.0	155.0	26.0
FOXL1	47545.0	445.0	10.0
FOXL2	345888.0	340.0	21.0
FOXM1	495532.0	443.0	28.0
FOXN1	1517567.0	225.0	24.0
FOXN2	254318.0	752.0	23.0
FOXN3	111760.0	684.0	20.0
FOXN4	438714.0	519.0	35.0
FOXO1	237876.0	449.0	55.0
FOXO3	346225.0	428.0	34.0
FOXO4	759088.0		27.0
FOXP1	99202.0	675.0	-1.0
FOXP2	42204.0	828.0	-13.0
FOXP3	547555.0		25.0
FOXP4	461476.0	388.0	43.0
FOXQ1	114944.0	481.0	14.0
FOXR1	1457410.0	180.0	55.0
FOXR2	89607.0		10.0
FOXRED1	385871.0	426.0	29.0
FOXRED2	1191841.0	195.0	30.0
FOXS1	1015946.0	241.0	37.0
FPGS	1194942.0	179.0	58.0
FPGT			
FPR1	436280.0	690.0	-24.0
FPR2	436280.0	690.0	-24.0
FPR3	435870.0	690.0	-35.0
FRA10AC1	471978.0	399.0	17.0
FRAS1	244829.0	726.0	0.0
FRAT1	903121.0	397.0	31.0
FRAT2	903121.0	397.0	31.0
FREM1	254826.0	882.0	-17.0
FREM2	173964.0	1042.0	-10.0
FRG1	49764.0	1059.0	-15.0
FRG2	59973.0	1059.0	-12.0
FRG2B	50016.0	525.0	-16.0
FRK	230837.0	693.0	-4.0
FRMD1	142012.0	702.0	-17.0
FRMD3	494570.0	610.0	-26.0
FRMD4A	212541.0	732.0	24.0
FRMD4B	222480.0	432.0	12.0
FRMD5	929260.0	504.0	33.0
FRMD6	238905.0	442.0	22.0
FRMD7	151115.0		25.0
FRMD8	4112809.0	242.0	50.0
FRMPD1	498002.0	434.0	27.0
FRMPD2	112127.0	451.0	35.0
FRMPD4	191024.0		22.0
FRRS1	276548.0	540.0	-5.0
FRS2	540769.0	350.0	7.0
FRS3	429684.0	341.0	47.0
FRY	221552.0	488.0	40.0
FRYL	287083.0	428.0	52.0
FRZB	330424.0	450.0	6.0
FSCB	131880.0	932.0	-58.0
FSCN1	1965381.0	192.0	56.0
FSCN2	3623687.0	204.0	19.0
FSCN3	411207.0	619.0	-7.0
FSD1	2122615.0	220.0	27.0
FSD2	490130.0	631.0	17.0
FSHB	28139.0	1007.0	-29.0
FSHR	59778.0	1096.0	-9.0
FSIP1	516737.0	433.0	0.0
FSIP2	44989.0	953.0	4.0
FST	202521.0	488.0	-5.0
FSTL1	382340.0	375.0	23.0
FSTL3	1832767.0	218.0	10.0
FSTL4	599945.0	623.0	42.0
FSTL5	9944.0	1215.0	-23.0
FTCD	742075.0	538.0	10.0
FTH1	2389859.0	185.0	53.0
FTHL17	77068.0		8.0
FTL	1927185.0	211.0	43.0
FTMT	70878.0	920.0	-16.0
FTO	215906.0	604.0	-13.0
FTSJ1	726793.0		2.0
FTSJ2	814176.0	430.0	38.0
FTSJ3	1353057.0	346.0	20.0
CMTR2	420704.0	736.0	3.0
CMTR1	498007.0	434.0	43.0
FUBP1	373296.0	256.0	1.0
FUBP3	529622.0	192.0	35.0
FUCA1	903441.0	254.0	32.0
FUCA2	338098.0	401.0	20.0
FUK	930873.0	125.0	44.0
FUNDC1	91432.0		20.0
FUNDC2			
FURIN	833957.0	291.0	42.0
FUS	1250318.0	351.0	26.0
FUT1	1635420.0	190.0	44.0
FUT10	96386.0	500.0	5.0
FUT11	1009357.0	191.0	42.0
FUT2	1616265.0	190.0	38.0
FUT3	1217326.0	294.0	35.0
FUT4	341083.0	589.0	-7.0
FUT5	1217326.0	294.0	35.0
FUT6	1217326.0	294.0	35.0
FUT7	1951939.0	202.0	40.0
FUT8	412062.0	875.0	38.0
FUT9	76115.0	1328.0	-21.0
FUZ	1673246.0	205.0	37.0
TIMM10B	425139.0	491.0	23.0
FXN	196497.0	491.0	27.0
FXR1	182655.0	1058.0	-2.0
FXR2	2013497.0	194.0	29.0
FXYD1	745516.0	357.0	-9.0
FXYD2	516252.0	624.0	54.0
FXYD3	745516.0	357.0	-9.0
FXYD4	388267.0	387.0	-2.0
FXYD5	745516.0	357.0	-9.0
FXYD6	473498.0	601.0	41.0
FXYD7	745516.0	357.0	-9.0
FYB	171734.0	367.0	-6.0
FYCO1	224232.0	519.0	54.0
FYN	245639.0	317.0	21.0
FYTTD1	517022.0	210.0	47.0
FZD1	64493.0	946.0	-2.0
FZD10	59974.0	465.0	-39.0
FZD2	1261037.0	254.0	16.0
FZD3	306800.0	256.0	45.0
FZD4	195696.0	281.0	-12.0
FZD5	335586.0	341.0	26.0
FZD6	428438.0	615.0	23.0
FZD7	363643.0	441.0	36.0
FZD8	144247.0	708.0	-26.0
FZD9	904644.0	399.0	48.0
FZR1	2160126.0	269.0	39.0
G0S2	218767.0	300.0	12.0
G2E3	354135.0	695.0	-10.0
G3BP1	584468.0	406.0	46.0
G3BP2	485383.0	451.0	31.0
G6PC	1629499.0	190.0	23.0
G6PC2	173915.0	724.0	7.0
G6PC3	916863.0	198.0	23.0
G6PD	2163759.0		42.0
GAA	663665.0	237.0	27.0
GAB1	183119.0	699.0	18.0
GAB2	404872.0	408.0	19.0
GAB3	1737597.0		10.0
GAB4	156217.0	639.0	-95.0
GABARAP	1782958.0	316.0	21.0
GABARAPL1	397577.0	398.0	18.0
GABARAPL2	449343.0	354.0	18.0
GABBR1	443970.0	755.0	26.0
GABBR2	398895.0	584.0	32.0
GABPA	534601.0	728.0	31.0
GABPB1	314083.0	161.0	5.0
GABPB2	1614665.0	165.0	40.0
GABRA1	12179.0	927.0	-16.0
GABRA2	69760.0	992.0	3.0
GABRA3	237855.0		-32.0
GABRA4	104768.0	839.0	15.0
GABRA5	22005.0	1346.0	-56.0
GABRA6	12083.0	986.0	-6.0
GABRB1	106512.0	689.0	24.0
GABRB2	11638.0	1049.0	7.0
GABRB3	21132.0	1430.0	-54.0
GABRD	1252791.0	279.0	38.0
GABRE	127993.0		-10.0
GABRG1	36353.0	926.0	-2.0
GABRG2	8332.0	869.0	-14.0
GABRG3	20652.0	1307.0	-54.0
GABRP	216977.0	618.0	19.0
GABRQ	203033.0		-1.0
GABRR1	398929.0	446.0	29.0
GABRR2	415409.0	541.0	41.0
GABRR3	189744.0	702.0	0.0
GAD1	352183.0	519.0	31.0
GAD2	101835.0	680.0	-1.0
GADD45A	446714.0	228.0	-7.0
GADD45B	1604277.0	267.0	35.0
GADD45G	163029.0	568.0	52.0
GADD45GIP1	1886809.0	335.0	40.0
GADL1	78546.0	487.0	-12.0
GAGE1	493560.0		3.0
GAGE10	547555.0		25.0
GAGE12J	547555.0		25.0
GAGE2B			
GAGE2C			
GAGE2D			
GAGE2E			
GAGE8	541043.0		12.0
GAK	679769.0	256.0	41.0
GAL	780720.0	354.0	49.0
GAL3ST1	653792.0	330.0	28.0
GAL3ST2	598219.0	487.0	29.0
GAL3ST3	3581017.0	208.0	47.0
GAL3ST4	1299015.0	205.0	52.0
GALC	83365.0	976.0	-37.0
GALE	903441.0	254.0	32.0
GALK1	1885370.0	198.0	27.0
GALK2	315919.0	528.0	8.0
GALM	860461.0	176.0	27.0
GALNS	836710.0	188.0	44.0
GALNT1	486812.0	562.0	61.0
GALNT10	557034.0	451.0	31.0
GALNT11	286605.0	586.0	15.0
GALNT12	221241.0	164.0	17.0
GALNT13	21842.0	1035.0	-13.0
GALNT14	94332.0	876.0	6.0
GALNT2	305688.0	439.0	16.0
GALNT3	104274.0	888.0	-1.0
GALNT4			
GALNT5	78933.0	837.0	8.0
GALNT6	504747.0	239.0	33.0
GALNT7	249234.0	381.0	15.0
GALNT8	283327.0	862.0	24.0
GALNT9	838016.0	534.0	14.0
GALNT16	909703.0	431.0	38.0
GALNTL2	221698.0	444.0	17.0
GALNT18	715278.0	720.0	16.0
GALNTL5	309129.0	476.0	12.0
GALNTL6	5263.0	1023.0	-13.0
GALP	500375.0	480.0	-61.0
GALR1	90366.0	614.0	-14.0
GALR2	1611239.0	218.0	22.0
GALR3	1385064.0	203.0	66.0
GALT	731413.0	298.0	51.0
GAMT	2319333.0	196.0	35.0
GAN	316209.0	160.0	14.0
GANAB	2560761.0	217.0	47.0
GANC	604999.0	342.0	37.0
GAP43	43284.0	622.0	-2.0
GAPDH	2764720.0	179.0	42.0
GAPDHS	1081638.0	390.0	41.0
GAPT	125347.0	446.0	5.0
GAPVD1	954577.0	218.0	46.0
GAR1	212757.0	462.0	28.0
GARNL3	673881.0	270.0	47.0
GARS	504898.0	433.0	42.0
GART	896855.0	182.0	65.0
GAS1	129795.0	431.0	10.0
GAS2	52076.0	981.0	1.0
GAS2L1	849693.0	251.0	36.0
GAS2L2	675201.0	196.0	3.0
GAS2L3	197479.0	849.0	-12.0
GAS6	716976.0	465.0	45.0
GAS7	91570.0	604.0	-30.0
GAS8	939646.0	221.0	31.0
GAST	1617880.0	323.0	9.0
GATA1	823539.0		29.0
GATA2	937778.0	274.0	52.0
GATA3	182932.0	675.0	-2.0
GATA4	474662.0	360.0	27.0
GATA5	1190564.0	205.0	22.0
GATA6	230941.0	437.0	-1.0
GATAD1	708388.0	401.0	27.0
GATAD2A	899226.0	214.0	6.0
GATAD2B	1697153.0	161.0	36.0
GATC	1563159.0	216.0	45.0
GATM	465759.0	445.0	4.0
GATS	1382416.0	198.0	55.0
GATSL3	548674.0	211.0	43.0
GBA	1574928.0	194.0	45.0
GBA2	922448.0	190.0	48.0
GBA3	103435.0	746.0	22.0
GBAS	760564.0	642.0	11.0
GBE1	54244.0	720.0	0.0
GBF1	987676.0	141.0	41.0
GBGT1	1875784.0	397.0	51.0
GBP1	337373.0	745.0	2.0
GBP2	337373.0	745.0	2.0
GBP3	316278.0	598.0	5.0
GBP4	344056.0	834.0	-2.0
GBP5	379427.0	834.0	-4.0
GBP6	441714.0	820.0	-2.0
GBP7	340715.0	745.0	0.0
GBX1	611046.0	337.0	38.0
GBX2	134179.0	453.0	6.0
GC	17296.0	933.0	-6.0
GCA	70731.0	856.0	-5.0
GCAT	1385064.0	203.0	66.0
GCC1	411207.0	619.0	-7.0
GCC2	362408.0	478.0	6.0
GCDH	1886809.0	335.0	40.0
GCET2	268780.0	440.0	28.0
PAXBP1	389063.0	482.0	69.0
GCG	95439.0	554.0	7.0
GCH1	673378.0	380.0	40.0
GCHFR	1011507.0	172.0	46.0
GCK	1321842.0	282.0	62.0
GCKR	1193266.0	306.0	39.0
GCLC	363341.0	337.0	24.0
GCLM	558028.0	275.0	9.0
GCM1	414446.0	329.0	20.0
GCM2	263829.0	483.0	14.0
GCN1L1	1586296.0	225.0	52.0
GCNT1	107632.0	603.0	-2.0
GCNT2	254228.0	404.0	13.0
GCNT3	521844.0	172.0	33.0
GCNT4	479847.0	634.0	32.0
GCNT7	264053.0	455.0	-17.0
GCOM1	171839.0	487.0	11.0
GCSH	287527.0	327.0	13.0
GDA	285414.0	207.0	11.0
GDAP1	230695.0	529.0	-14.0
GDAP1L1	664405.0	367.0	19.0
GDAP2	204311.0	596.0	-6.0
GDE1	349996.0	491.0	21.0
GDF1			
GDF10			
GDF11	1814311.0	384.0	26.0
GDF15	1294357.0	210.0	39.0
GDF2			
GDF3	237142.0	672.0	14.0
GDF5	1521661.0	167.0	53.0
GDF6	215566.0	720.0	-7.0
GDF7	580167.0	278.0	28.0
GDF9	702301.0	200.0	62.0
GDI1	2277674.0		40.0
GDI2	656468.0	303.0	43.0
GDNF	176444.0	628.0	4.0
GDPD1	896167.0	379.0	4.0
GDPD2	270766.0		38.0
GDPD3			
GDPD4	448138.0	469.0	44.0
GDPD5	567353.0	205.0	40.0
ARHGEF25	1329939.0	344.0	52.0
GEM	518471.0	543.0	24.0
GEMIN4	662733.0	483.0	10.0
GEMIN5	519919.0	378.0	40.0
GEMIN6	843382.0	297.0	31.0
GEMIN7	1135715.0	208.0	25.0
GEMIN8	121538.0		35.0
GEN1	135007.0	1245.0	10.0
GET4	737267.0	310.0	41.0
GFAP	1101543.0	172.0	28.0
GFER	1747301.0	183.0	46.0
GFI1	370328.0	580.0	1.0
GFI1B	1887171.0	461.0	34.0
GFM1	197292.0	890.0	-9.0
GFM2	418815.0	581.0	30.0
GFOD1	258422.0	407.0	37.0
GFOD2	1157184.0	136.0	50.0
GFPT1	481090.0	144.0	17.0
GFPT2	1453124.0	362.0	19.0
GFRA1	33734.0	913.0	-25.0
GFRA2	333006.0	607.0	7.0
GFRA3	1219794.0	273.0	43.0
GFRA4	942842.0	353.0	32.0
GFRAL	28347.0	729.0	-14.0
GGA1	1136064.0	180.0	65.0
GGA2	525761.0	628.0	36.0
GGA3	1723762.0	171.0	31.0
GGCT	624959.0	400.0	36.0
GGCX	1241734.0	170.0	39.0
GGH	137738.0	789.0	-12.0
GGN	1467279.0	253.0	0.0
GGNBP2	468055.0	548.0	23.0
GGPS1	513285.0	188.0	22.0
GGT1	451217.0	194.0	36.0
GGT5	729749.0	200.0	28.0
GGT6	1252775.0	318.0	22.0
GGT7	1040878.0	205.0	48.0
GGTLC1	159782.0	930.0	-48.0
GGTLC2	179695.0	641.0	22.0
GH1	1446139.0	380.0	27.0
GH2	1446139.0	380.0	27.0
GHDC	2129732.0	206.0	30.0
GHITM	216194.0	860.0	-26.0
GHR	248127.0	909.0	-12.0
GHRH	787991.0	404.0	44.0
GHRHR	390101.0	631.0	4.0
GHRL	742508.0	333.0	57.0
GHSR	327135.0	420.0	17.0
GIF	366560.0	494.0	8.0
GIGYF1	1884430.0	247.0	60.0
GIGYF2	325071.0	328.0	35.0
GIMAP1	734961.0	689.0	14.0
GIMAP2	682986.0	689.0	20.0
GIMAP4	563029.0	671.0	24.0
GIMAP5	734961.0	689.0	14.0
GIMAP6	682986.0	689.0	20.0
GIMAP7	563029.0	671.0	24.0
GIMAP8	557261.0	584.0	38.0
GIN1	205281.0	565.0	14.0
GINS1	611174.0	335.0	-5.0
GINS2	390985.0	250.0	38.0
GINS3	695011.0	385.0	-1.0
GINS4	325055.0	496.0	29.0
GIP	793101.0	174.0	29.0
GIPC1	981470.0	204.0	34.0
GIPC2	412519.0	265.0	-6.0
GIPC3	2160126.0	269.0	39.0
GIPR	950605.0	194.0	45.0
GIT1	719319.0	383.0	30.0
GIT2	939215.0	254.0	46.0
GIYD1			
GIYD2	1906000.0	253.0	52.0
GJA1	60722.0	773.0	-23.0
GJA10	383829.0	567.0	24.0
GJA3	405200.0	472.0	50.0
GJA4	548013.0	580.0	19.0
GJA5			
GJA8			
GJA9	524940.0	458.0	24.0
GJB1	728738.0		25.0
GJB2	405200.0	472.0	50.0
GJB3	548013.0	580.0	19.0
GJB4	548013.0	580.0	19.0
GJB5	548013.0	580.0	19.0
GJB6	402703.0	472.0	36.0
GJB7	222729.0	596.0	22.0
GJC1	1162976.0	172.0	29.0
GJC2	702358.0	341.0	15.0
GJC3	1584669.0	391.0	36.0
GJD2	521214.0	306.0	-1.0
GJD3	1220026.0	191.0	23.0
GJD4	153189.0	598.0	-2.0
GK	82798.0		34.0
GK2	112173.0	875.0	0.0
GK5	459081.0	395.0	25.0
GKAP1	468451.0	384.0	5.0
GKN1	338803.0	222.0	16.0
GKN2	340835.0	327.0	14.0
GLA	374364.0		37.0
GLB1	520588.0	372.0	29.0
GLB1L	694442.0	193.0	44.0
GLB1L2	270422.0	686.0	5.0
GLB1L3	270350.0	623.0	21.0
GLCCI1	179344.0	405.0	24.0
GLCE	367968.0	218.0	35.0
GLDC	213479.0	411.0	26.0
GLDN	317532.0	443.0	10.0
GLE1	1917147.0	160.0	39.0
GLG1	499497.0	209.0	36.0
GLI1	1347802.0	194.0	32.0
GLI2	183735.0	374.0	12.0
GLI3	41720.0	589.0	-12.0
GLI4	1657385.0	389.0	19.0
GLIPR1	513848.0	606.0	-10.0
GLIPR1L1	112974.0	692.0	-33.0
GLIPR1L2	313411.0	606.0	-22.0
GLIPR2	858124.0	257.0	46.0
GLIS1	598664.0	391.0	27.0
GLIS2	944378.0	161.0	33.0
GLIS3	170537.0	983.0	-1.0
GLMN	377839.0	559.0	-1.0
GLO1	280153.0	845.0	28.0
GLOD4	662733.0	483.0	10.0
GLOD5	823539.0		29.0
GLP1R	188770.0	730.0	34.0
GLP2R	76286.0	212.0	-53.0
GLRA1	496476.0	528.0	28.0
GLRA2	78081.0		18.0
GLRA3	62161.0	797.0	-15.0
GLRA4	485629.0		43.0
GLRB	44131.0	733.0	-34.0
GLRX	315156.0	242.0	52.0
GLRX2	288840.0	433.0	-13.0
GLRX3	84315.0	854.0	-23.0
GLRX5	209037.0	509.0	35.0
GLS	537377.0	292.0	36.0
GLS2	2793663.0	184.0	61.0
GLT1D1	34971.0	1008.0	-16.0
COLGALT1	961640.0	206.0	42.0
COLGALT2	348183.0	732.0	11.0
GLT6D1	362222.0	524.0	29.0
GLT8D1	1217701.0	272.0	47.0
GLT8D2	1193959.0	281.0	37.0
GLTP	876814.0	323.0	39.0
GLTPD1	1744013.0	273.0	28.0
GLTPD2	1272092.0	222.0	28.0
GLTSCR1	788433.0	258.0	33.0
GLTSCR2	812020.0	262.0	36.0
GLUD1	397715.0	144.0	35.0
GLUD2	339278.0		-6.0
GLUL	349818.0	783.0	5.0
GLYAT	285823.0	620.0	9.0
GLYATL1	368006.0	741.0	-11.0
GLYATL2	285727.0	673.0	-11.0
GLYCTK	1113485.0	229.0	49.0
GLYR1	706891.0	195.0	33.0
GM2A	871795.0	530.0	57.0
GMCL1	857542.0	180.0	44.0
GMDS	160107.0	647.0	20.0
GMEB1	817267.0	128.0	27.0
GMEB2	1094905.0	193.0	54.0
GMFB	466180.0	371.0	28.0
GMFG	1748498.0	252.0	32.0
GMIP	768855.0	418.0	-10.0
GML	447193.0	438.0	36.0
GMNN	422850.0	362.0	40.0
GMPPA	559651.0	403.0	32.0
GMPPB	1551582.0	271.0	48.0
GMPR	117199.0	561.0	26.0
GMPR2	915114.0	220.0	38.0
GMPS	345838.0	388.0	4.0
GNA11	1000335.0	173.0	25.0
GNA12	764046.0	392.0	30.0
GNA13	811904.0	401.0	12.0
GNA14	180930.0	608.0	-10.0
GNA15	908206.0	241.0	21.0
GNAI1	94843.0	475.0	-34.0
GNAI2	846254.0	199.0	44.0
GNAI3	1022796.0	187.0	33.0
GNAL	281108.0	361.0	18.0
GNAO1	465845.0	448.0	-26.0
GNAQ	328481.0	671.0	-24.0
GNAS	1025539.0	416.0	11.0
GNAT1	846254.0	199.0	44.0
GNAT2	989433.0	201.0	29.0
GNAT3	118115.0	385.0	-32.0
GNAZ			
GNB1	1492510.0	229.0	26.0
GNB1L	690032.0	204.0	10.0
GNB2	1884430.0	247.0	60.0
GNB2L1	1034999.0	415.0	35.0
GNB3	2822601.0	232.0	32.0
GNB4	405715.0	600.0	20.0
GNB5	540700.0	195.0	21.0
GNE	857846.0	257.0	46.0
GNG10	527624.0	264.0	17.0
GNG11	228127.0	480.0	-12.0
GNG12	476287.0	228.0	-7.0
GNG13	1187310.0	273.0	39.0
GNG2	204232.0	471.0	27.0
GNG3	2425755.0	248.0	51.0
GNG4	565883.0	457.0	16.0
GNG5	238252.0	685.0	-2.0
GNG7	1472723.0	262.0	33.0
GNG8	1139694.0	347.0	28.0
GNGT1	228127.0	480.0	-12.0
GNGT2	868792.0	346.0	21.0
GNL1	2080582.0	271.0	32.0
GNL2	445473.0	274.0	30.0
GNL3	1217701.0	272.0	47.0
GNL3L	302365.0		31.0
GNLY	1099615.0	181.0	41.0
GNMT	1200368.0	259.0	40.0
GNPAT	380550.0	569.0	8.0
GNPDA1	696239.0	321.0	48.0
GNPDA2	62624.0	1009.0	11.0
GNPNAT1	307859.0	213.0	26.0
GNPTAB	345225.0	190.0	14.0
GNPTG	1211641.0	215.0	40.0
GNRH1	178665.0	515.0	21.0
GNRH2	835590.0	288.0	54.0
GNRHR	209065.0	767.0	35.0
GNS	441663.0	484.0	28.0
GOLGA1	1116965.0	142.0	30.0
GOLGA2	1813435.0	201.0	46.0
GOLGA2B	184712.0	650.0	16.0
GOLGA3	861960.0	601.0	21.0
GOLGA4	409750.0	283.0	20.0
GOLGA8B	360146.0	405.0	41.0
GOLGA6A	412657.0	344.0	49.0
GOLGA6B	1113552.0	419.0	37.0
GOLGA7	284397.0	522.0	28.0
GOLGA7B	543507.0	369.0	12.0
GOLGA8A	542657.0	234.0	22.0
GOLGB1	300562.0	591.0	28.0
GOLIM4	147581.0	681.0	-8.0
GOLM1	320201.0	489.0	20.0
GOLPH3	440207.0	197.0	16.0
GOLPH3L	1611525.0	178.0	42.0
GOLT1A	557652.0	370.0	34.0
GOLT1B	518837.0	836.0	-23.0
GON4L	2156898.0	179.0	33.0
GOPC	189169.0	465.0	9.0
GORAB	72379.0	883.0	-2.0
GORASP1	213514.0	500.0	30.0
GORASP2	414976.0	406.0	36.0
GOSR1	488195.0	329.0	28.0
GOSR2	618151.0	366.0	28.0
GOT1	277366.0	575.0	-5.0
GOT1L1	660779.0	379.0	37.0
GOT2	572798.0	188.0	2.0
GP1BA	1416161.0	231.0	30.0
GP2	243266.0	848.0	-5.0
GP5	324325.0	269.0	27.0
GP6	1125216.0	432.0	-26.0
GP9	1155221.0	379.0	52.0
GPA33	287664.0	611.0	-1.0
GPAA1	2720766.0	211.0	27.0
GPAM	166177.0	679.0	-13.0
GPAT2	792288.0	366.0	33.0
GPATCH1	420460.0	212.0	-7.0
GPATCH2	42648.0	1015.0	-18.0
GPATCH3	1025094.0	188.0	34.0
GPATCH4	2049505.0	180.0	37.0
GPATCH8	1121044.0	166.0	30.0
GPBAR1	730654.0	197.0	33.0
GPBP1	177326.0	375.0	19.0
GPBP1L1	913416.0	157.0	28.0
GPC1	409918.0	407.0	20.0
GPC2	1299015.0	205.0	52.0
GPC3	96913.0		25.0
GPC4	66980.0		40.0
GPC5	12353.0	1007.0	-9.0
GPC6	42298.0	1135.0	-25.0
GPCPD1	556687.0	225.0	3.0
GPD1	1021750.0	192.0	57.0
GPD1L	466186.0	403.0	6.0
GPD2	116871.0	496.0	10.0
GPER1	774288.0	346.0	36.0
GPHA2	3151458.0	209.0	52.0
GPHB5	147817.0	637.0	-12.0
GPHN	262406.0	846.0	19.0
GPI	671792.0	292.0	-2.0
GPIHBP1	1104860.0	446.0	20.0
GPKOW	833689.0		41.0
GPLD1	399209.0	465.0	7.0
GPM6A	123418.0	931.0	-23.0
GPM6B	135235.0		35.0
GPN1	1192074.0	306.0	43.0
GPN2	1025094.0	188.0	34.0
GPN3	943393.0	206.0	47.0
GPNMB	505224.0	169.0	25.0
GPR1	332753.0	487.0	25.0
GPR101	252008.0		13.0
GPR107	622734.0	222.0	29.0
GPR108	736129.0	272.0	27.0
HCAR2	966471.0	227.0	38.0
HCAR3	1004283.0	227.0	40.0
GPR110	203250.0	291.0	-5.0
GPR111	176427.0	691.0	7.0
GPR112	380446.0		28.0
GPR113	644558.0	346.0	30.0
GPR114	749405.0	135.0	43.0
GPR115	176427.0	691.0	7.0
GPR116	168285.0	392.0	0.0
GPR119	301748.0		37.0
GPR12	173793.0	619.0	18.0
FFAR4	450249.0	305.0	20.0
GPR123	296872.0	499.0	-10.0
GPR124	655980.0	379.0	26.0
GPR125	101844.0	818.0	16.0
GPR126	177409.0	421.0	-26.0
GPR128	342000.0	509.0	12.0
GPR132	857767.0	198.0	43.0
GPR133	218974.0	468.0	0.0
GPR135	168237.0	606.0	12.0
GPR137	1613996.0	257.0	65.0
GPR137B	483624.0	632.0	8.0
GPR137C	356488.0	313.0	14.0
GPR139	254650.0	827.0	-17.0
GPR141	103891.0	630.0	6.0
GPR142	362227.0	433.0	-8.0
GPR143	125267.0		2.0
GPR146	765060.0	346.0	34.0
GPR148	626077.0	372.0	11.0
GPR149	95537.0	925.0	-8.0
GPR15	390532.0	796.0	2.0
GPR150	307041.0	359.0	32.0
GPR151	377370.0	463.0	14.0
GPR152	1392213.0	215.0	53.0
GPR153	643428.0	205.0	30.0
GPR155	405127.0	409.0	30.0
GPR156	429121.0	146.0	19.0
GPR157	890298.0	264.0	31.0
GPR158	43942.0	814.0	-21.0
GPR160	396829.0	426.0	27.0
GPR161	476316.0	391.0	10.0
GPR162	2822601.0	232.0	32.0
GPR17			
GPR171			
SLC52A2	2525749.0	200.0	28.0
