gene	expr	reptime	hic
TADA1	258555.0	773.0	-7.0
TADA2A	520126.0	171.0	25.0
TADA2B	459652.0	426.0	70.0
TADA3	953772.0	264.0	43.0
TAF1	729010.0		32.0
TAF10	424523.0	491.0	17.0
TAF11	1099530.0	304.0	24.0
TAF12	816470.0	183.0	25.0
TAF13	989913.0	215.0	18.0
TAF15	620019.0	235.0	8.0
TAF1A	228041.0	467.0	-2.0
TAF1B	909213.0	197.0	43.0
TAF1C	582429.0	364.0	12.0
TAF1D	290677.0	527.0	0.0
TAF1L	567793.0	334.0	5.0
TAF2	272257.0	591.0	13.0
TAF3	189040.0	596.0	-1.0
TAF4	801904.0	411.0	-25.0
PAPPA-AS1	173138.0	460.0	31.0
TAF5	545643.0	147.0	45.0
TAF5L	299238.0	340.0	15.0
TAF6	1299015.0	205.0	52.0
TAF6L	2405109.0	248.0	44.0
TAF7	729604.0	645.0	-10.0
TAF7L	404269.0		29.0
TAF8	490949.0	186.0	35.0
TAF9	445098.0	314.0	50.0
TAF9B	549810.0		14.0
TAGAP	509192.0	447.0	41.0
TAGLN	426428.0	228.0	46.0
TAGLN2	803074.0	403.0	7.0
TAGLN3	262689.0	336.0	14.0
TAL1	364960.0	414.0	3.0
TAL2	215119.0	773.0	-2.0
TALDO1	1788356.0	193.0	48.0
TANC1	311739.0	405.0	27.0
TANC2	778921.0	453.0	-27.0
TANK	207004.0	370.0	26.0
TAOK1	822855.0	224.0	26.0
TAOK2	2038342.0	238.0	60.0
TAOK3	635780.0	823.0	26.0
TAP1	1253457.0	401.0	26.0
TAP2	1313279.0	295.0	31.0
TAPBP	1456953.0	262.0	30.0
TAPBPL	2702142.0	198.0	50.0
TAPT1	165112.0	581.0	29.0
TARBP1	336295.0	173.0	15.0
TARBP2	1590803.0	191.0	55.0
TARDBP	702484.0	307.0	33.0
TARP	164254.0	382.0	6.0
TARS	349408.0	674.0	4.0
TARS2	1532790.0	163.0	43.0
TARSL2	255024.0	469.0	2.0
TAS1R1	628180.0	259.0	38.0
TAS1R2	636814.0	532.0	25.0
TAS1R3	1744013.0	273.0	28.0
TAS2R1	349235.0	840.0	-18.0
TAS2R10	408176.0	517.0	12.0
TAS2R13	363803.0	644.0	2.0
TAS2R14	363803.0	644.0	2.0
TAS2R16	54952.0	972.0	-23.0
TAS2R19	365490.0	676.0	-2.0
TAS2R20	365490.0	676.0	-2.0
TAS2R3	200522.0	844.0	14.0
TAS2R30	371136.0	676.0	4.0
TAS2R31	365490.0	676.0	-2.0
TAS2R38	198115.0	856.0	-6.0
TAS2R39	321366.0	568.0	-9.0
TAS2R4	200522.0	844.0	14.0
TAS2R40	379894.0	399.0	14.0
TAS2R41	371260.0	379.0	1.0
TAS2R42	311688.0	617.0	7.0
TAS2R43	371136.0	676.0	4.0
TAS2R46	371136.0	676.0	4.0
TAS2R5	200522.0	844.0	14.0
TAS2R50	365490.0	676.0	-2.0
TAS2R60	371260.0	379.0	1.0
TAS2R7	408176.0	517.0	12.0
TAS2R8	408176.0	517.0	12.0
TAS2R9	408176.0	517.0	12.0
TASP1	121103.0	796.0	-26.0
TAT	446645.0	530.0	10.0
TATDN1	456351.0	544.0	44.0
TATDN2	743522.0	224.0	53.0
TATDN3	331599.0	445.0	22.0
TAX1BP1	393690.0	180.0	16.0
TAX1BP3	504736.0	354.0	20.0
TAZ	2277674.0		40.0
TBC1D1	156977.0	578.0	48.0
TBC1D10A	622382.0	211.0	50.0
TBC1D10B	2312884.0	165.0	47.0
TBC1D10C	1269888.0	177.0	51.0
TBC1D12	231059.0	361.0	22.0
TBC1D13	1768145.0	201.0	34.0
TBC1D14	474439.0	259.0	58.0
TBC1D15	219208.0	563.0	-9.0
TBC1D16	660356.0	237.0	21.0
TBC1D17	1673246.0	205.0	37.0
TBC1D19	116288.0	735.0	17.0
TBC1D2	490665.0	254.0	52.0
TBC1D20	726170.0	229.0	41.0
TBC1D21	358897.0	439.0	26.0
TBC1D22A	310166.0	538.0	-25.0
TBC1D22B	516467.0	376.0	38.0
TBC1D23	378718.0	265.0	25.0
TBC1D24	2085452.0	321.0	49.0
TBC1D25	772147.0		16.0
TBC1D26	730837.0	431.0	-16.0
TBC1D28	729405.0	435.0	-2.0
TBC1D29	488195.0	329.0	28.0
TBC1D2B	435470.0	232.0	54.0
TBC1D3			
TBC1D3B	739634.0	565.0	19.0
TBC1D3C	609181.0	684.0	12.0
TBC1D3F	711283.0		16.0
TBC1D3G	493184.0	556.0	12.0
TBC1D4	196931.0	480.0	17.0
TBC1D5	103389.0	701.0	9.0
TBC1D7	258474.0	423.0	35.0
TBC1D8	333394.0	406.0	17.0
TBC1D8B	149206.0		19.0
TBC1D9	146110.0	621.0	8.0
TBC1D9B	1626799.0	359.0	34.0
TBCA	251029.0	581.0	40.0
TBCB	978272.0	326.0	6.0
TBCC	960153.0	187.0	36.0
TBCCD1	676664.0	501.0	35.0
TBCD	651944.0	456.0	14.0
TBCE	531741.0	178.0	21.0
TBCEL	308922.0	724.0	25.0
TBCK	176206.0	606.0	7.0
TBK1	459373.0	411.0	-22.0
TBKBP1	1198427.0	217.0	24.0
TBL1X	119145.0		-3.0
TBL1XR1	135357.0	433.0	0.0
TBL1Y	0.0	0.0	0.0
TBL2	955146.0	171.0	48.0
TBL3	1747301.0	183.0	46.0
TBP	425191.0	598.0	-16.0
TBPL1	102500.0	359.0	6.0
TBPL2	729264.0	159.0	37.0
TBR1	219774.0	676.0	10.0
TBRG1	171901.0	604.0	9.0
TBRG4	1070050.0	291.0	53.0
TBX1	728313.0	211.0	8.0
TBX10	1391063.0	393.0	56.0
TBX15	87793.0	927.0	-4.0
TBX18	28205.0	623.0	-12.0
TBX19	410552.0	299.0	20.0
TBX2	292199.0	414.0	-9.0
TBX20	154022.0	926.0	5.0
TBX21	1118277.0	217.0	27.0
TBX22	26689.0		-26.0
TBX3	32369.0	548.0	-30.0
TBX4	312575.0	408.0	-11.0
TBX5	88840.0	794.0	-25.0
TBX6	2171952.0	164.0	62.0
TBXA2R	2164055.0	269.0	35.0
TBXAS1	485631.0	679.0	36.0
TC2N	368236.0	478.0	21.0
TCAP	1284992.0	226.0	38.0
TCEA1	267995.0	392.0	29.0
TCEA2	1092168.0	208.0	49.0
TCEA3	1050778.0	163.0	27.0
TCEAL1	490345.0		31.0
TCEAL2	132641.0		4.0
TCEAL3	490345.0		31.0
TCEAL4	490345.0		31.0
TCEAL5	455954.0		17.0
TCEAL6	132641.0		4.0
TCEAL7	455954.0		17.0
TCEAL8	455954.0		17.0
TCEANC	138133.0		57.0
TCEB1	258047.0	417.0	25.0
TCEB2	1717244.0	210.0	42.0
TCEB3	960799.0	225.0	28.0
TCEB3B	120831.0	639.0	34.0
TCEB3C			
TCEB3CL	120831.0	639.0	34.0
TCERG1	377370.0	463.0	14.0
TCERG1L	2679.0	871.0	-27.0
TCF12	203021.0	599.0	27.0
TCF15	617464.0	404.0	39.0
TCF19	3364017.0	401.0	19.0
TCF20	1257937.0	305.0	43.0
TCF21	102722.0	388.0	-4.0
TCF23	1214097.0	238.0	50.0
TCF25	1207036.0	221.0	45.0
TCF3	2396187.0	262.0	31.0
TCF4	92114.0	936.0	12.0
TCF7	694434.0	227.0	60.0
TCF7L1	973960.0	394.0	18.0
TCF7L2	156660.0	435.0	-9.0
TCFL5	1044503.0	208.0	48.0
TCHH	527465.0	349.0	35.0
TCHHL1	527465.0	349.0	35.0
TCHP	927742.0	323.0	37.0
TCIRG1	1168866.0	251.0	63.0
TCL1A	256627.0	582.0	30.0
TCL1B	256627.0	582.0	30.0
TCN1	337128.0	548.0	8.0
TCN2	723012.0	330.0	56.0
TCOF1	949599.0	212.0	40.0
TCP1	648197.0	420.0	22.0
TCP10	254009.0	704.0	1.0
TCP10L	265057.0	182.0	52.0
TCP11	625705.0	198.0	29.0
TCP11L1	415951.0	215.0	25.0
TCP11L2	204762.0	396.0	18.0
TCTA	1585328.0	201.0	32.0
TCTE1	1037256.0	312.0	54.0
TCTE3	233648.0	447.0	3.0
TCTEX1D1	335045.0	692.0	-16.0
TCTEX1D2	1164213.0	231.0	36.0
TCTEX1D4	574317.0	191.0	43.0
TCTN1	859648.0	194.0	32.0
TCTN2	871640.0	315.0	40.0
TCTN3	370056.0	547.0	31.0
TDG	1190703.0	281.0	40.0
TDGF1	277267.0	528.0	52.0
TDO2	44515.0	745.0	-2.0
TDP1	296799.0	607.0	12.0
TDP2	419582.0	373.0	8.0
TDRD1	279026.0	477.0	22.0
TDRD10	1804226.0	337.0	43.0
TDRD3	69594.0	808.0	16.0
TDRD5	599875.0	613.0	-9.0
TDRD6	141781.0	596.0	1.0
TDRD7	489355.0	386.0	36.0
TDRD9	694566.0	406.0	28.0
TDRKH	1062482.0	255.0	29.0
TEAD1	339042.0	432.0	-1.0
TEAD2	2183690.0	309.0	30.0
TEAD3	683460.0	280.0	36.0
TEAD4	506329.0	267.0	35.0
TEC	253162.0	404.0	42.0
TECPR1	464632.0	375.0	26.0
TECPR2	1666122.0	191.0	37.0
TECR	1008795.0	204.0	26.0
TECRL	2644.0	1049.0	-22.0
TECTA	243065.0	769.0	17.0
TECTB	170055.0	567.0	-5.0
TEDDM1	349818.0	783.0	5.0
TEF	1407073.0	187.0	64.0
TEK	116738.0	387.0	-28.0
TEKT1	1077116.0	438.0	14.0
TEKT2	853740.0	282.0	27.0
TEKT3	266888.0	359.0	-53.0
TEKT4	167705.0	749.0	-6.0
TEKT5	235538.0	242.0	-1.0
TELO2	1254229.0	256.0	34.0
TENC1	1726226.0	177.0	38.0
TEP1	415850.0	401.0	-7.0
TEPP	856192.0	158.0	9.0
TERF1	155308.0	637.0	20.0
TERF2	1197858.0	125.0	33.0
TERF2IP	449343.0	354.0	18.0
TERT	657890.0	541.0	24.0
TES	445405.0	363.0	-9.0
TESC	208178.0	290.0	16.0
TESK1	1202125.0	248.0	37.0
TESK2	902221.0	176.0	27.0
TET1	824682.0	168.0	41.0
TET2	188424.0	632.0	24.0
TET3	1029946.0	250.0	44.0
TEX10	246976.0	476.0	12.0
TEX101	357202.0	182.0	-39.0
TEX11	615286.0		4.0
TEX12	389593.0	362.0	2.0
TEX13A	9759.0		2.0
TEX13B	184382.0		40.0
TEX14	735964.0	268.0	13.0
TEX15	352456.0	346.0	11.0
TEX19	2598845.0	179.0	36.0
TEX2	1372704.0	292.0	15.0
TEX261	380551.0	561.0	27.0
TEX264	759916.0	456.0	37.0
TEX9	208204.0	604.0	13.0
TF	489558.0	523.0	26.0
TFAM	152882.0	326.0	-7.0
TFAP2A	199695.0	375.0	6.0
TFAP2B	17044.0	1081.0	-14.0
TFAP2C	280847.0	442.0	-44.0
TFAP2D	17771.0	1090.0	-15.0
TFAP2E	1049488.0	388.0	34.0
TFAP4	944378.0	161.0	33.0
TFB1M	116637.0	428.0	26.0
TFB2M	389456.0	409.0	4.0
TFCP2	530649.0	155.0	40.0
TFCP2L1	240173.0	568.0	9.0
TFDP1	729832.0	370.0	53.0
TFDP2	488711.0	410.0	27.0
TFDP3	76255.0		28.0
TFE3	834140.0		41.0
TFEB	458237.0	251.0	49.0
TFEC	236823.0	538.0	-14.0
TFF1	313101.0	464.0	90.0
TFF2	313101.0	464.0	90.0
TFF3	313101.0	464.0	90.0
TFG	345618.0	509.0	16.0
TFIP11	162673.0	501.0	-30.0
TFPI	50680.0	404.0	-4.0
TFPI2	228127.0	480.0	-12.0
TFPT	735613.0	439.0	-53.0
TFR2	1884430.0	247.0	60.0
TFRC	959125.0	170.0	52.0
TG	237421.0	677.0	9.0
TGDS	149137.0	803.0	14.0
TGFA	715918.0	463.0	13.0
TGFB1	1193025.0	249.0	33.0
TGFB1I1	839076.0	558.0	11.0
TGFB2	75157.0	386.0	-18.0
TGFB3	226588.0	582.0	34.0
TGFBI	337362.0	298.0	32.0
TGFBR1	201435.0	211.0	30.0
TGFBR2	80018.0	417.0	-9.0
TGFBR3	284037.0	252.0	1.0
TGFBRAP1	191525.0	381.0	4.0
TGIF1	444864.0	153.0	17.0
TGIF2	1019481.0	176.0	62.0
TGIF2LX	8315.0		-35.0
TGIF2LY	0.0	0.0	0.0
TGM1	915114.0	220.0	38.0
TGM2	565545.0	141.0	41.0
TGM3	555761.0	399.0	27.0
TGM4	466410.0	380.0	31.0
TGM5	825765.0	415.0	44.0
TGM6	611435.0	477.0	30.0
TGM7	825765.0	415.0	44.0
TGOLN2	975949.0	211.0	18.0
TGS1	324398.0	409.0	17.0
TH	837088.0	579.0	38.0
NELFCD	1009250.0	152.0	30.0
THADA	428893.0	408.0	38.0
THAP1	594393.0	454.0	34.0
THAP10	250598.0	339.0	10.0
THAP11	1039476.0	143.0	49.0
THAP2	259684.0	393.0	-11.0
THAP3	628180.0	259.0	38.0
THAP4	1213423.0	426.0	21.0
THAP5	171249.0	838.0	6.0
THAP6	461415.0	491.0	19.0
THAP7	577297.0	192.0	58.0
THAP8	980636.0	320.0	19.0
THAP9	778608.0	268.0	42.0
THBD	199022.0	554.0	-50.0
THBS1	467443.0	433.0	-5.0
THBS2	172423.0	720.0	-32.0
THBS3	1801444.0	194.0	32.0
THBS4	354204.0	746.0	36.0
THEG	901402.0	578.0	-17.0
THEM4	966708.0	212.0	36.0
THEM5	966708.0	212.0	36.0
THEMIS	191535.0	553.0	-9.0
THG1L	243382.0	987.0	31.0
THNSL1	157790.0	417.0	-10.0
THNSL2	180956.0	612.0	6.0
THOC1	402181.0	689.0	-26.0
THOC2	333292.0		4.0
THOC3	537044.0	631.0	37.0
ALYREF	3798594.0	211.0	19.0
THOC5	713942.0	190.0	39.0
THOC6	1443513.0	234.0	49.0
THOC7	153669.0	826.0	-6.0
THOP1	1320743.0	291.0	26.0
THPO	1447013.0	268.0	44.0
THRA	1573630.0	202.0	28.0
THRAP3	742773.0	170.0	31.0
THRB	370625.0	518.0	-12.0
THRSP	556958.0	209.0	38.0
THSD1	384523.0	370.0	28.0
THSD4	312827.0	505.0	3.0
THSD7A	138176.0	906.0	-11.0
THSD7B	11902.0	824.0	-16.0
THTPA	1250373.0	553.0	35.0
THUMPD1	179233.0	641.0	14.0
THUMPD2	117341.0	739.0	-8.0
THUMPD3	703818.0	404.0	32.0
THY1	1054477.0	263.0	40.0
THYN1	270350.0	623.0	21.0
TIA1	667934.0	164.0	33.0
TIAF1	1586181.0	236.0	33.0
TIAL1	823029.0	217.0	22.0
TIAM1	210411.0	924.0	-24.0
TIAM2	120675.0	362.0	27.0
TICAM1	765978.0	187.0	52.0
TICAM2			
TIE1	1091212.0	264.0	30.0
TIFA	182788.0	351.0	37.0
TIFAB	625030.0	509.0	47.0
TIGD2	147602.0	529.0	24.0
TIGD3	4112809.0	242.0	50.0
TIGD4	209186.0	413.0	41.0
TIGD5	2183482.0	235.0	37.0
TIGD6	1070181.0	149.0	44.0
TIGD7	1397628.0	303.0	32.0
TIGIT	369332.0	614.0	19.0
TIMD4	135146.0	1235.0	16.0
TIMELESS	2793663.0	184.0	61.0
TIMM10	923775.0	197.0	9.0
TIMM13	1604277.0	267.0	35.0
PAM16	849632.0	161.0	37.0
TIMM17A	751933.0	168.0	31.0
TIMM17B	834040.0		38.0
TIMM22	1306390.0	270.0	27.0
TIMM23B	404636.0	579.0	39.0
TIMM44	960059.0	320.0	23.0
TIMM50	1410725.0	230.0	39.0
TIMM8A	374364.0		37.0
TIMM8B	389805.0	179.0	31.0
TIMM9	290701.0	552.0	46.0
TIMP1	775214.0		38.0
TIMP2	681697.0	157.0	24.0
TIMP3	259538.0	398.0	-69.0
TIMP4	348401.0	238.0	23.0
TINAG	58216.0	617.0	4.0
TINAGL1	1061386.0	197.0	37.0
TINF2	915114.0	220.0	38.0
TIPARP	407941.0	502.0	22.0
TIPIN	505508.0	307.0	46.0
TIPRL	475438.0	391.0	16.0
TIRAP	385871.0	426.0	29.0
TJAP1	1278255.0	230.0	56.0
TJP1	194015.0	515.0	-46.0
TJP2	224404.0	525.0	24.0
TJP3	2144458.0	206.0	34.0
TK1	527017.0	217.0	27.0
TK2	600023.0	214.0	-11.0
TKT	782559.0	192.0	54.0
TKTL1	2436137.0		14.0
TKTL2	74744.0	1164.0	-26.0
TLCD1	1695792.0	208.0	40.0
TLE1	36728.0	629.0	-33.0
TLE2	1106128.0	195.0	32.0
TLE3	300053.0	417.0	28.0
TLE4	45472.0	956.0	-9.0
TLE6	1119793.0	197.0	35.0
TLK1	439214.0	379.0	38.0
TLK2	316879.0	370.0	-2.0
TLL1	81353.0	538.0	-19.0
TLL2	798938.0	623.0	33.0
TLN1	1062287.0	163.0	43.0
TLN2	315754.0	568.0	15.0
TLR1	310020.0	437.0	58.0
TLR10	304012.0	437.0	42.0
TLR2	143076.0	685.0	18.0
TLR3	355117.0	414.0	-13.0
TLR4	58763.0	944.0	-8.0
TLR5	361954.0	297.0	-8.0
TLR6	316028.0	437.0	75.0
TLR7	208310.0		55.0
TLR8	208025.0		64.0
TLR9	1114737.0	181.0	52.0
TLX1	469702.0	221.0	52.0
TLX1NB	469702.0	221.0	52.0
TLX2	1019591.0	315.0	50.0
TLX3	269453.0	434.0	25.0
TM2D1	174892.0	296.0	-9.0
TM2D2	421614.0	428.0	42.0
TM2D3	322884.0	469.0	-9.0
TM4SF1	529009.0	254.0	8.0
TM4SF18	529009.0	254.0	8.0
TM4SF19	1164213.0	231.0	36.0
TM4SF20	248187.0	164.0	18.0
TM4SF4	558016.0	159.0	6.0
TM4SF5	1272092.0	222.0	28.0
TM6SF1	308479.0	635.0	29.0
TM6SF2	940952.0	232.0	17.0
TM7SF2	3267059.0	207.0	46.0
TM7SF3	408250.0	320.0	26.0
DCSTAMP	40736.0	1032.0	14.0
TM9SF1	974559.0	220.0	41.0
TM9SF2	310978.0	472.0	69.0
TM9SF3	790373.0	642.0	24.0
TM9SF4	1055549.0	262.0	36.0
TMBIM1	730654.0	197.0	33.0
TMBIM4	243040.0	696.0	5.0
TMBIM6	1828526.0	265.0	67.0
TMC1	395593.0	486.0	10.0
TMC2	778654.0	450.0	41.0
TMC3	245396.0	787.0	28.0
TMC4	735613.0	439.0	-53.0
TMC5	522510.0	369.0	13.0
TMC6	527017.0	217.0	27.0
TMC7	850990.0	171.0	18.0
TMC8	527017.0	217.0	27.0
TMCC1	614377.0	357.0	40.0
TMCC2	690215.0	169.0	34.0
TMCC3	242132.0	576.0	26.0
TMCO1	321853.0	406.0	-2.0
TMCO2	627703.0	373.0	18.0
TMCO3	768219.0	318.0	50.0
TMCO4	668417.0	220.0	29.0
TMCO5A	92801.0	921.0	-59.0
TMCO6	774470.0	356.0	31.0
TANGO6	925521.0	253.0	30.0
TMED1	2054203.0	208.0	30.0
TMED10	884650.0	154.0	47.0
TMED2	987941.0	424.0	47.0
TMED3	259115.0	736.0	19.0
TMED4	1462615.0	191.0	56.0
TMED5	608924.0	412.0	10.0
TMED6	1202748.0	125.0	20.0
TMED7			
TMED7-TICAM2	359255.0	611.0	45.0
TMED8	551151.0	418.0	50.0
TMED9	1316033.0	475.0	42.0
TMEFF1	238688.0	591.0	-11.0
TMEFF2	69320.0	677.0	0.0
TMEM100	59099.0	585.0	-58.0
TMEM101	920082.0	241.0	29.0
TMEM102	1906324.0	206.0	33.0
TMEM104	1005466.0	320.0	19.0
TMEM105	2765068.0	191.0	24.0
TMEM106A	1341175.0	172.0	25.0
TMEM106B	114769.0	532.0	-9.0
TMEM106C	374433.0	246.0	47.0
TMEM107	1381225.0	202.0	37.0
TMEM108	418705.0	773.0	10.0
TMEM109	794900.0	522.0	47.0
TMEM11	416965.0	517.0	-27.0
TMEM110	1107657.0	264.0	52.0
EMC3	944872.0	170.0	42.0
TMEM115	843769.0	206.0	51.0
TMEM116	816439.0	317.0	43.0
TMEM117	140202.0	874.0	-1.0
TMEM119	437636.0	399.0	40.0
TMEM120A	1072825.0	218.0	49.0
TMEM120B	796879.0	190.0	43.0
TMEM121	689089.0	298.0	41.0
TMEM123	491236.0	312.0	16.0
TMEM125	1091212.0	264.0	30.0
TMEM126A	325720.0	554.0	-19.0
TMEM126B	325720.0	554.0	-19.0
TMEM127	904852.0	213.0	43.0
TMEM128	146135.0	584.0	35.0
TMEM129	867402.0	350.0	39.0
TMEM130	1040178.0	526.0	34.0
TMEM131	362239.0	708.0	36.0
TMEM132A	798818.0	512.0	52.0
TMEM132B	492460.0	860.0	-17.0
TMEM132D	32086.0	969.0	-33.0
TMEM132E	222789.0	740.0	-3.0
TMEM133	23524.0	920.0	-24.0
TMEM134	1392213.0	215.0	53.0
TMEM135	159214.0	587.0	-7.0
TMEM136	290558.0	173.0	28.0
TMEM138	1394229.0	286.0	57.0
TMEM139	379894.0	399.0	14.0
TMEM140	464513.0	594.0	20.0
TMEM141	1898901.0	190.0	39.0
TMEM143	1478750.0	217.0	36.0
TMEM144	135911.0	684.0	-9.0
TMEM145	792230.0	218.0	42.0
CATSPERD	990266.0	225.0	26.0
TMEM147	1081638.0	390.0	41.0
TMEM149	1151198.0	321.0	30.0
TMEM14A	531039.0	498.0	18.0
TMEM14B	263716.0	468.0	14.0
TMEM14C	263716.0	468.0	14.0
TMEM14E	194580.0	402.0	35.0
TMEM150A	1158965.0	170.0	43.0
TMEM150B	1028808.0	209.0	19.0
TMEM150C	712807.0	493.0	17.0
TMEM151A	2133752.0	236.0	53.0
TMEM151B			
TMEM154	165925.0	507.0	44.0
TMEM155	326547.0	440.0	18.0
TMEM156	435367.0	152.0	49.0
TMEM159	338008.0	549.0	39.0
TMEM160	1175364.0	207.0	35.0
TMEM161A	1260413.0	215.0	35.0
TMEM161B	96521.0	1090.0	3.0
TMEM163	261980.0	649.0	5.0
TMEM164	216187.0		42.0
TMEM165	235221.0	348.0	8.0
TMEM167A	230539.0	717.0	8.0
TMEM167B	989913.0	215.0	18.0
TMEM168	160383.0	814.0	-16.0
TMEM169	603452.0	419.0	35.0
TMEM17	303217.0	553.0	14.0
TMEM170A	490399.0	133.0	16.0
TMEM170B	126262.0	429.0	32.0
TMEM171	447937.0	584.0	21.0
TMEM173	781521.0	204.0	35.0
TMEM174	447937.0	584.0	21.0
TMEM175	675007.0	256.0	45.0
TMEM176A	749051.0	604.0	16.0
TMEM176B	734961.0	689.0	14.0
TMEM177	337284.0	441.0	29.0
TMEM178A	155474.0	624.0	-7.0
TMEM179	625253.0	450.0	20.0
TMEM179B	2405109.0	248.0	44.0
TMEM18	144358.0	557.0	-14.0
TMEM180	871726.0	178.0	41.0
TMEM181	646528.0	306.0	46.0
TMEM182	63440.0	913.0	-3.0
TMEM183A			
TMEM183B	421206.0	389.0	30.0
TMEM184A	595899.0	243.0	38.0
TMEM184B	1631137.0	184.0	67.0
TMEM184C	71637.0	343.0	9.0
TMEM185A	206117.0		9.0
TMEM186	401809.0	358.0	-9.0
TMEM187	2355024.0		25.0
CNEP1R1	270030.0	594.0	-12.0
TMEM189			
TMEM189-UBE2V1	571130.0	136.0	58.0
TMEM19	259684.0	393.0	-11.0
TMEM190	1028808.0	209.0	19.0
TMEM192	170385.0	595.0	0.0
TMEM194A	2026922.0	199.0	41.0
AGMO	17876.0	1102.0	-22.0
TMEM196	187539.0	874.0	-4.0
TMEM198	548994.0	487.0	35.0
TMEM199	1405196.0	214.0	10.0
TMEM2	235852.0	312.0	-7.0
SLC35G1	497832.0	589.0	1.0
TMEM200A	126083.0	954.0	23.0
TMEM200B	598249.0	235.0	19.0
TMEM200C	269994.0	959.0	-10.0
TMEM201	491496.0	268.0	31.0
TMEM202	1116695.0	366.0	41.0
TMEM203	1723416.0	200.0	39.0
TMEM204	1366033.0	256.0	35.0
TMEM205	1385739.0	197.0	31.0
TMEM206	487387.0	298.0	17.0
TMEM207	163494.0	373.0	9.0
TMEM208	1109491.0	150.0	46.0
TMEM209	414437.0	266.0	34.0
TMEM211	363566.0	415.0	-21.0
TMEM213	352046.0	385.0	7.0
TMEM214	1257014.0	290.0	34.0
TMEM215	610744.0	401.0	-18.0
TMEM216	1394229.0	286.0	57.0
TMEM217	626559.0	236.0	44.0
TMEM218	428178.0	762.0	30.0
TMEM219	1994393.0	238.0	52.0
SLC35G2	194047.0	195.0	27.0
TMEM220	59041.0	801.0	-49.0
TMEM222	884974.0	188.0	30.0
TMEM223	2405109.0	248.0	44.0
TMEM225	89099.0	736.0	-8.0
TMEM229B	488731.0	311.0	39.0
TMEM231	488582.0	225.0	6.0
TMEM25	1359480.0	167.0	47.0
TMEM26	84084.0	468.0	-19.0
TMEM27	170317.0		28.0
TMEM30A	394127.0	423.0	-3.0
TMEM30B	351491.0	448.0	-11.0
TMEM31	485629.0		43.0
TMEM33	272281.0	261.0	25.0
TMEM35	422603.0		29.0
TMEM37	203559.0	497.0	35.0
TMEM38A	980514.0	362.0	41.0
TMEM38B	214951.0	773.0	-8.0
TMEM39A	270591.0	599.0	29.0
TMEM39B	1242874.0	218.0	24.0
TMEM40	487514.0	176.0	35.0
TMEM41A	953031.0	366.0	31.0
TMEM41B	669286.0	170.0	20.0
TMEM42	466410.0	380.0	31.0
TMEM43	312564.0	463.0	27.0
TMEM44	370452.0	255.0	34.0
TMEM45A	346650.0	411.0	7.0
TMEM45B	632501.0	231.0	-2.0
TMEM47	7188.0		-16.0
NDC1	535585.0	319.0	24.0
VMP1	1018847.0	361.0	22.0
TMEM5	222270.0	460.0	-17.0
TMEM50A	671522.0	270.0	35.0
TMEM50B	884788.0	182.0	63.0
TMEM51	379959.0	432.0	16.0
TMEM52	1434423.0	233.0	27.0
TMEM53	563553.0	252.0	45.0
TMEM54	1019374.0	232.0	15.0
TMEM55A	104917.0	935.0	1.0
TMEM55B	464497.0	395.0	17.0
TMEM56	228305.0	452.0	-8.0
TMEM57	613155.0	230.0	24.0
TMEM59	438316.0	201.0	29.0
TMEM59L	1397040.0	222.0	33.0
TMEM60	253754.0	795.0	28.0
TMEM61	454766.0	217.0	13.0
TMEM62	843516.0	333.0	42.0
TMEM63A	924499.0	239.0	8.0
TMEM63B	1267618.0	203.0	51.0
TMEM63C	549191.0	394.0	47.0
TMEM64	184765.0	746.0	8.0
TMEM65	330177.0	445.0	14.0
TMEM66	387693.0	231.0	51.0
TMEM67	234269.0	416.0	15.0
TMEM68	319097.0	538.0	-3.0
TMEM69	953032.0	157.0	30.0
TMEM70	258047.0	417.0	25.0
TMEM71	166227.0	872.0	-6.0
TMEM72	75634.0	905.0	25.0
TMEM74	275834.0	891.0	-14.0
TMEM79	2266205.0	211.0	33.0
TMEM80	1781290.0	193.0	53.0
TMEM81	655446.0	431.0	37.0
TMEM82	683349.0	174.0	22.0
EMC4	453823.0	242.0	11.0
TMEM86A	616892.0	562.0	25.0
TMEM86B	1035412.0	209.0	5.0
TMEM87A	595635.0	394.0	35.0
TMEM87B	564343.0	466.0	36.0
TMEM88	2148615.0	337.0	24.0
TMEM89	1386275.0	212.0	37.0
TMEM8A	1549307.0	207.0	37.0
TMEM8B	847663.0	227.0	54.0
TMEM8C	1858670.0	315.0	39.0
TMEM9	572258.0	333.0	23.0
SYNDIG1L	604423.0	384.0	45.0
SYNDIG1	178967.0	927.0	-37.0
TMEM91	1193025.0	249.0	33.0
TMEM92	1297691.0	196.0	28.0
EMC6	504736.0	354.0	20.0
TMEM95	1911735.0	206.0	36.0
TMEM97	1405196.0	214.0	10.0
TMEM98	443753.0	833.0	-6.0
TMEM99	836683.0	269.0	-10.0
TMEM9B	548433.0	243.0	21.0
TMF1	263910.0	443.0	9.0
TMIE	298503.0	495.0	41.0
TMIGD1	475180.0	232.0	26.0
TMIGD2	2127558.0	220.0	33.0
TMLHE	272469.0		-2.0
TMOD1	523548.0	420.0	35.0
TMOD2	443665.0	165.0	27.0
TMOD3	511166.0	132.0	27.0
TMOD4	1562281.0	184.0	33.0
TMPO	487754.0	218.0	21.0
